ID,Name,Task,Genes
GO:0010506,regulation of autophagy,GO,"[""10013"",""10043"",""10059"",""10133"",""1020"",""10206"",""10241"",""10346"",""10456"",""10524"",""10558"",""10645"",""10670"",""10715"",""10769"",""10868"",""11043"",""11067"",""11152"",""11178"",""11180"",""112574"",""112936"",""116442"",""120892"",""1263"",""128338"",""140775"",""1457"",""149371"",""154"",""1611"",""1612"",""1613"",""1634"",""1977"",""1981"",""1982"",""201163"",""201292"",""2021"",""203228"",""2033"",""207"",""207063"",""2081"",""219771"",""219931"",""220441"",""221937"",""225689"",""22863"",""22926"",""22930"",""22933"",""22954"",""23012"",""23032"",""2308"",""23118"",""23130"",""23256"",""23265"",""23274"",""23367"",""23400"",""23411"",""23604"",""23677"",""23770"",""2475"",""25"",""257397"",""25782"",""25793"",""258010"",""25827"",""25851"",""25853"",""2597"",""26086"",""26191"",""2629"",""26353"",""26471"",""2670"",""27"",""27074"",""27429"",""2773"",""2801"",""285180"",""29072"",""29110"",""2931"",""29919"",""29978"",""3064"",""30849"",""3146"",""340061"",""340371"",""340485"",""345611"",""3458"",""3586"",""3587"",""3708"",""373"",""3791"",""3834"",""3952"",""3953"",""401548"",""406884"",""4102"",""4105"",""4137"",""4170"",""4210"",""4218"",""472"",""4734"",""493856"",""4943"",""5049"",""5071"",""51100"",""5127"",""51322"",""51375"",""51699"",""5286"",""5289"",""5291"",""5296"",""5305"",""53373"",""535"",""5476"",""54832"",""54922"",""55062"",""55072"",""55187"",""55254"",""55255"",""55294"",""55332"",""55613"",""5562"",""55626"",""5563"",""5566"",""55737"",""55763"",""5587"",""5599"",""5660"",""56893"",""572"",""57521"",""57533"",""57535"",""57602"",""5768"",""5899"",""596"",""5987"",""6009"",""60412"",""60592"",""6093"",""64112"",""64798"",""65018"",""65125"",""66036"",""6622"",""6625"",""664"",""665"",""666"",""6720"",""6737"",""6774"",""6794"",""6829"",""7107"",""7249"",""7345"",""7405"",""7416"",""7428"",""79142"",""79156"",""7942"",""79443"",""7957"",""79837"",""80149"",""80317"",""80772"",""81603"",""836"",""83667"",""8396"",""8408"",""84148"",""84219"",""84861"",""8672"",""8678"",""8723"",""8878"",""8975"",""90070"",""90427"",""90678"",""9100"",""9140"",""92140"",""94103"",""94241"",""9474"",""9517"",""9528"",""9531"",""9554"",""9559"",""9637"",""9638"",""9682"",""9711"",""9776"",""9817""]"
GO:0010508,positive regulation of autophagy,GO,"[""10043"",""10133"",""10206"",""10241"",""10346"",""10524"",""10558"",""10645"",""10715"",""10769"",""10868"",""11043"",""11152"",""112574"",""120892"",""1263"",""140775"",""1457"",""154"",""1612"",""1634"",""201163"",""201292"",""2021"",""203228"",""207063"",""219771"",""220441"",""22926"",""22930"",""22954"",""2308"",""23130"",""23367"",""23411"",""23677"",""25782"",""25793"",""258010"",""26086"",""26353"",""2773"",""285180"",""29072"",""29110"",""3064"",""3146"",""340061"",""345611"",""3458"",""373"",""3791"",""401548"",""4210"",""5049"",""5071"",""51100"",""5127"",""51322"",""51375"",""5286"",""5291"",""5305"",""53373"",""55062"",""55072"",""55187"",""5562"",""55626"",""5563"",""5587"",""572"",""57535"",""5899"",""60592"",""6093"",""64112"",""64798"",""65018"",""664"",""665"",""6737"",""6794"",""6829"",""7249"",""7405"",""7416"",""79156"",""7942"",""79443"",""7957"",""79837"",""80149"",""81603"",""83667"",""8396"",""8408"",""8678"",""8723"",""8878"",""90070"",""90678"",""92140"",""94103"",""94241"",""9517"",""9528"",""9531"",""9776""]"
GO:0010720,positive regulation of cell development,GO,"[""1003"",""10288"",""10456"",""10507"",""10524"",""11006"",""11221"",""11344"",""114798"",""118"",""1230"",""1378"",""1435"",""146433"",""149233"",""177"",""1826"",""2124"",""2242"",""23013"",""23028"",""2309"",""23363"",""23499"",""259307"",""2621"",""26259"",""27185"",""274"",""2803"",""301"",""3059"",""3122"",""3123"",""3135"",""3146"",""3297"",""3458"",""3553"",""3558"",""3565"",""3569"",""3586"",""3593"",""3605"",""3956"",""3958"",""3965"",""3976"",""399"",""406911"",""406937"",""4137"",""4179"",""4192"",""4311"",""4860"",""50848"",""50943"",""51176"",""51561"",""5176"",""5196"",""5270"",""54997"",""55626"",""558"",""5583"",""5584"",""56203"",""5624"",""56998"",""5764"",""5914"",""604"",""6046"",""6091"",""6092"",""627"",""63925"",""64115"",""64410"",""64581"",""646"",""652"",""6604"",""6688"",""677"",""6850"",""695"",""7052"",""7122"",""7124"",""7189"",""7494"",""7535"",""79576"",""841"",""84630"",""8482"",""8600"",""861"",""8651"",""8737"",""8772"",""9092"",""920"",""9294"",""9353"",""972"",""9820""]"
GO:0010821,regulation of mitochondrion organization,GO,"[""10013"",""10018"",""10059"",""10075"",""10105"",""10449"",""10456"",""10463"",""10493"",""10645"",""10715"",""10928"",""10962"",""115209"",""1191"",""120892"",""125170"",""1634"",""201164"",""2021"",""219736"",""23400"",""23761"",""23770"",""2395"",""255027"",""25793"",""26355"",""27069"",""27166"",""27429"",""284114"",""2876"",""28978"",""29108"",""292"",""2931"",""3064"",""3082"",""3303"",""345611"",""3791"",""400916"",""4137"",""4318"",""4976"",""5071"",""51024"",""51499"",""51547"",""51571"",""5329"",""5366"",""54471"",""5468"",""54708"",""54832"",""54978"",""55022"",""551"",""55170"",""55187"",""55288"",""55294"",""55486"",""55626"",""55737"",""56907"",""56947"",""57048"",""57143"",""5716"",""572"",""578"",""581"",""5898"",""5910"",""598"",""637"",""638"",""64083"",""64112"",""64423"",""64429"",""65018"",""664"",""6720"",""6742"",""6773"",""6790"",""7037"",""7157"",""7416"",""7755"",""79594"",""80179"",""80821"",""8739"",""8743"",""8996"",""9026"",""90550"",""9141""]"
GO:0016045,detection of bacterium,GO,"[""10333"",""10392"",""114770"",""114771"",""3105"",""3106"",""3123"",""57115"",""58484"",""64127"",""7096"",""7097"",""8993"",""912""]"
GO:0016241,regulation of macroautophagy,GO,"[""10013"",""10043"",""10059"",""10133"",""1020"",""10206"",""10241"",""10558"",""10715"",""11152"",""11178"",""112574"",""112936"",""120892"",""140775"",""1457"",""149371"",""154"",""1634"",""203228"",""2081"",""22863"",""22930"",""23130"",""23256"",""23265"",""23274"",""23367"",""23400"",""23411"",""2475"",""25782"",""25793"",""25851"",""2597"",""26086"",""2629"",""26353"",""26471"",""2773"",""285180"",""29110"",""2931"",""29978"",""3064"",""30849"",""340061"",""340371"",""345611"",""3791"",""401548"",""4734"",""4943"",""5049"",""5071"",""51100"",""51322"",""51375"",""5289"",""5305"",""535"",""54832"",""55062"",""55072"",""55187"",""55254"",""55294"",""55613"",""55626"",""5563"",""5566"",""55737"",""55763"",""5599"",""56893"",""57535"",""57602"",""5768"",""5899"",""6009"",""60412"",""60592"",""64112"",""65018"",""664"",""665"",""6720"",""6829"",""7249"",""7345"",""7405"",""7416"",""79142"",""79443"",""7957"",""79837"",""836"",""83667"",""8396"",""8408"",""8678"",""8723"",""90070"",""90678"",""9140"",""9474"",""9517"",""9531"",""9554"",""9559"",""9637"",""9638"",""9711""]"
GO:0019216,regulation of lipid metabolic process,GO,"[""10062"",""10196"",""10273"",""10464"",""10524"",""10577"",""10613"",""1066"",""10677"",""1081"",""10891"",""11160"",""11261"",""114294"",""1149"",""116519"",""1181"",""133"",""134429"",""142891"",""150"",""1594"",""1609"",""190"",""1917"",""20"",""2053"",""207"",""208"",""21"",""2147"",""215"",""2170"",""2181"",""219743"",""2246"",""225"",""2264"",""22933"",""22937"",""23352"",""23399"",""23409"",""23411"",""23417"",""2475"",""2488"",""2516"",""254013"",""255919"",""26119"",""2672"",""27122"",""27329"",""2784"",""29095"",""3172"",""3248"",""335"",""3356"",""3357"",""3358"",""336"",""337"",""341"",""343"",""344"",""345"",""345275"",""3458"",""347"",""348"",""3553"",""3630"",""3667"",""376497"",""406904"",""406914"",""406950"",""406958"",""406987"",""406989"",""407031"",""407046"",""407054"",""427"",""4790"",""50487"",""5105"",""51085"",""51099"",""51360"",""5140"",""51422"",""5154"",""5155"",""5163"",""5164"",""5165"",""5166"",""53345"",""5336"",""54209"",""54361"",""54576"",""5465"",""54658"",""5525"",""5580"",""55908"",""5629"",""56848"",""57104"",""57540"",""57674"",""5978"",""60481"",""63924"",""64410"",""64801"",""650"",""653"",""654"",""6591"",""66036"",""6615"",""6647"",""672"",""6720"",""6721"",""6770"",""7124"",""718"",""7291"",""7376"",""79143"",""80025"",""80816"",""81542"",""83643"",""83752"",""84879"",""8644"",""8660"",""8720"",""8721"",""8776"",""8850"",""8877"",""8897"",""8898"",""8909"",""9110"",""9390"",""94101"",""94103"",""950"",""9555"",""9563"",""9611"",""972"",""9926"",""9965"",""9971""]"
GO:0019217,regulation of fatty acid metabolic process,GO,"[""10062"",""10464"",""10613"",""10891"",""11160"",""116519"",""207"",""208"",""215"",""219743"",""225"",""22933"",""23352"",""23409"",""23417"",""254013"",""337"",""341"",""344"",""345"",""3553"",""3630"",""3667"",""406958"",""406987"",""407031"",""50487"",""51422"",""5163"",""5164"",""5165"",""5166"",""54576"",""5465"",""60481"",""64410"",""672"",""7291"",""7376"",""80025"",""83752"",""8660"",""8850"",""9390"",""9611"",""972"",""9926""]"
GO:0019674,NAD metabolic process,GO,"[""10135"",""133686"",""160728"",""2023"",""2026"",""2027"",""221937"",""229"",""23098"",""23171"",""23475"",""23498"",""2645"",""27231"",""2820"",""3098"",""3099"",""3101"",""4190"",""4199"",""4837"",""5091"",""5223"",""5224"",""5230"",""5232"",""54956"",""54981"",""55191"",""55739"",""5740"",""7415"",""83594"",""83666"",""84875"",""8564"",""8942"",""9390"",""952""]"
GO:0019730,antimicrobial humoral response,GO,"[""10578"",""114771"",""117285"",""128822"",""130120"",""140823"",""140850"",""1511"",""1667"",""1668"",""1670"",""1672"",""1673"",""1755"",""1991"",""2147"",""2197"",""2243"",""2244"",""2597"",""26525"",""28912"",""3105"",""3133"",""3151"",""3273"",""3493"",""3494"",""3507"",""3512"",""3853"",""4057"",""4069"",""4589"",""51297"",""5196"",""5319"",""54145"",""5645"",""5646"",""5657"",""566"",""57115"",""5919"",""60343"",""6036"",""6037"",""6038"",""6039"",""6156"",""6170"",""6223"",""6278"",""6280"",""6283"",""6357"",""6372"",""6406"",""6407"",""6590"",""6700"",""728358"",""78989"",""81623"",""820"",""8339"",""8343"",""8344"",""8346"",""8347"",""8349"",""8398"",""84659"",""85236"",""8970"",""8993""]"
GO:0019882,antigen processing and presentation,GO,"[""10437"",""10890"",""10981"",""11021"",""115827"",""1509"",""1510"",""1512"",""1514"",""1515"",""1520"",""1636"",""1785"",""200576"",""2208"",""23457"",""2923"",""3077"",""3105"",""3106"",""3107"",""3108"",""3109"",""3113"",""3115"",""3119"",""3122"",""3123"",""3125"",""3133"",""3134"",""3135"",""3140"",""3416"",""3551"",""4012"",""50856"",""51128"",""51752"",""51762"",""55016"",""55080"",""55207"",""5641"",""567"",""5865"",""5867"",""5869"",""5870"",""5873"",""64167"",""6890"",""6891"",""6892"",""811"",""83871"",""8722"",""912"",""9363""]"
GO:0019883,antigen processing and presentation of endogenous antigen,GO,"[""3105"",""3106"",""3107"",""3122"",""3123"",""3133"",""3134"",""3135"",""3416"",""51752"",""567"",""64167"",""6890"",""6891"",""912""]"
GO:0019884,antigen processing and presentation of exogenous antigen,GO,"[""10437"",""1509"",""1510"",""1514"",""1515"",""1520"",""1785"",""200576"",""3105"",""3109"",""3113"",""3115"",""3119"",""3122"",""3123"",""3125"",""3133"",""3134"",""3140"",""3551"",""4012"",""50856"",""5641"",""8722""]"
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,GO,"[""10437"",""1509"",""1510"",""1514"",""1515"",""1520"",""1785"",""200576"",""3109"",""3113"",""3115"",""3119"",""3122"",""3123"",""3125"",""5641"",""8722""]"
GO:0022409,positive regulation of cell-cell adhesion,GO,"[""100133941"",""10076"",""10148"",""10211"",""10272"",""10288"",""10524"",""10630"",""10725"",""10808"",""10859"",""11006"",""11126"",""11148"",""11221"",""126259"",""1326"",""1378"",""1445"",""149233"",""1511"",""160365"",""1604"",""177"",""1803"",""199"",""201627"",""207"",""2113"",""2243"",""2244"",""2266"",""22914"",""22915"",""2309"",""23149"",""2319"",""23308"",""2475"",""2525"",""2529"",""2534"",""25930"",""259307"",""2651"",""29108"",""29126"",""301"",""3037"",""3071"",""30835"",""3105"",""3109"",""3113"",""3115"",""3122"",""3123"",""3125"",""3133"",""3135"",""3146"",""3169"",""3170"",""3329"",""3346"",""3458"",""3479"",""3481"",""3485"",""3553"",""3558"",""3565"",""3569"",""3572"",""3592"",""3593"",""3594"",""3606"",""3654"",""3716"",""3717"",""387"",""3932"",""3952"",""3965"",""399"",""4067"",""406991"",""407030"",""407048"",""4092"",""4179"",""4192"",""4301"",""4680"",""4690"",""4838"",""4860"",""50848"",""50943"",""51206"",""51561"",""5170"",""5290"",""5329"",""5345"",""5420"",""55423"",""55626"",""5777"",""5781"",""59067"",""5914"",""5970"",""604"",""6046"",""6188"",""6352"",""6375"",""6376"",""64115"",""64410"",""6484"",""64926"",""6541"",""655"",""6714"",""7037"",""7048"",""7082"",""7124"",""7189"",""7297"",""7409"",""7412"",""7494"",""7525"",""7535"",""79576"",""8013"",""80381"",""81704"",""84034"",""8440"",""84433"",""84466"",""857"",""8600"",""8613"",""8631"",""8651"",""8728"",""8740"",""8764"",""9092"",""912"",""916"",""9223"",""923"",""940"",""959"",""960"",""961"",""970"",""975"",""9780""]"
GO:0030510,regulation of BMP signaling pathway,GO,"[""1003"",""100532736"",""10272"",""1745"",""2022"",""222663"",""23213"",""23592"",""25805"",""25928"",""26585"",""28996"",""3276"",""331"",""3491"",""3675"",""390598"",""406892"",""406899"",""406911"",""406932"",""406976"",""406982"",""406996"",""407050"",""407054"",""4087"",""4091"",""4092"",""4681"",""5046"",""50964"",""51232"",""51592"",""5468"",""57154"",""63893"",""64750"",""6497"",""7130"",""7321"",""7323"",""7471"",""79176"",""79639"",""8200"",""8646"",""9241"",""9350"",""94"",""9573""]"
GO:0030514,negative regulation of BMP signaling pathway,GO,"[""100532736"",""10272"",""1745"",""23592"",""25805"",""25928"",""26585"",""28996"",""390598"",""406892"",""406899"",""406911"",""406976"",""406982"",""406996"",""407050"",""407054"",""4091"",""4092"",""4681"",""50964"",""51232"",""51592"",""5468"",""57154"",""64750"",""6497"",""7130"",""7321"",""7323"",""7471"",""79639"",""8646"",""9241"",""9350"",""9573""]"
GO:0031329,regulation of cellular catabolic process,GO,"[""10013"",""10043"",""10059"",""10098"",""101"",""10133"",""1020"",""10206"",""10241"",""10346"",""10456"",""10524"",""10558"",""10645"",""10670"",""10715"",""10769"",""10868"",""11043"",""11067"",""11152"",""11178"",""11180"",""112574"",""112936"",""116442"",""116519"",""120892"",""1263"",""128338"",""140775"",""1457"",""149371"",""150"",""151636"",""152503"",""154"",""1611"",""1612"",""1613"",""1634"",""195827"",""1977"",""1981"",""1982"",""20"",""201163"",""201292"",""2021"",""203228"",""2033"",""207"",""207063"",""208"",""2081"",""215"",""219743"",""219771"",""219931"",""220441"",""221937"",""225"",""225689"",""22863"",""22926"",""22930"",""22933"",""22954"",""23012"",""23032"",""2308"",""23118"",""23130"",""23256"",""23265"",""23274"",""23367"",""23400"",""23411"",""23555"",""23604"",""23677"",""23770"",""2475"",""25"",""254013"",""255738"",""257364"",""257397"",""25782"",""25793"",""258010"",""25827"",""25851"",""25853"",""2597"",""26086"",""26191"",""26262"",""2629"",""26330"",""26353"",""26471"",""2670"",""27"",""27074"",""27429"",""2773"",""2801"",""2822"",""285180"",""29072"",""29110"",""2931"",""29763"",""29919"",""29978"",""302"",""3064"",""30849"",""3146"",""3240"",""337"",""340061"",""340371"",""340485"",""341"",""344"",""345"",""345611"",""3458"",""3479"",""348"",""351"",""3553"",""3586"",""3587"",""3630"",""3643"",""3667"",""3708"",""373"",""3791"",""3834"",""3952"",""3953"",""401548"",""406884"",""406914"",""406950"",""4102"",""4105"",""4137"",""4170"",""4210"",""4218"",""472"",""4734"",""4898"",""493"",""493856"",""4943"",""5027"",""5045"",""5049"",""5071"",""51085"",""51099"",""51100"",""5127"",""51322"",""51375"",""51429"",""51699"",""5261"",""5286"",""5289"",""5291"",""5296"",""5305"",""53373"",""535"",""5465"",""5476"",""54832"",""54922"",""55062"",""55072"",""55187"",""55254"",""55255"",""55294"",""55332"",""55613"",""5562"",""55626"",""5563"",""5566"",""55737"",""55763"",""5580"",""5587"",""5599"",""5660"",""5663"",""56893"",""57104"",""572"",""57521"",""57533"",""57535"",""57602"",""5768"",""5770"",""5774"",""5899"",""596"",""5987"",""6009"",""60412"",""60592"",""6093"",""64112"",""64798"",""65018"",""65125"",""66036"",""6622"",""6625"",""664"",""665"",""666"",""6720"",""6737"",""6774"",""6794"",""6829"",""7076"",""7078"",""7107"",""7124"",""7133"",""7249"",""7291"",""7345"",""7405"",""7416"",""7428"",""79142"",""79156"",""7942"",""79443"",""7957"",""79837"",""80149"",""80317"",""80772"",""81603"",""836"",""83667"",""83737"",""83752"",""8396"",""8408"",""84148"",""84219"",""84861"",""8660"",""8671"",""8672"",""8678"",""8723"",""8878"",""8975"",""90070"",""90427"",""90678"",""9100"",""9140"",""92140"",""94103"",""94241"",""9474"",""950"",""9517"",""9528"",""9531"",""9554"",""9559"",""9637"",""9638"",""9682"",""9711"",""9776"",""9817""]"
GO:0031331,positive regulation of cellular catabolic process,GO,"[""10043"",""101"",""10133"",""10206"",""10241"",""10346"",""10524"",""10558"",""10645"",""10715"",""10769"",""10868"",""11043"",""11152"",""112574"",""116519"",""120892"",""1263"",""140775"",""1457"",""150"",""151636"",""152503"",""154"",""1612"",""1634"",""195827"",""20"",""201163"",""201292"",""2021"",""203228"",""207063"",""208"",""215"",""219771"",""220441"",""225"",""22926"",""22930"",""22954"",""2308"",""23130"",""23367"",""23411"",""23677"",""255738"",""257364"",""25782"",""25793"",""258010"",""26086"",""26330"",""26353"",""2773"",""2822"",""285180"",""29072"",""29110"",""29763"",""3064"",""3146"",""337"",""340061"",""344"",""345611"",""3458"",""3479"",""348"",""351"",""3553"",""3630"",""3643"",""3667"",""373"",""3791"",""401548"",""4210"",""4898"",""5027"",""5045"",""5049"",""5071"",""51085"",""51099"",""51100"",""5127"",""51322"",""51375"",""51429"",""5261"",""5286"",""5291"",""5305"",""53373"",""5465"",""55062"",""55072"",""55187"",""5562"",""55626"",""5563"",""5580"",""5587"",""5663"",""57104"",""572"",""57535"",""5770"",""5899"",""60592"",""6093"",""64112"",""64798"",""65018"",""6622"",""664"",""665"",""6737"",""6794"",""6829"",""7124"",""7133"",""7249"",""7291"",""7405"",""7416"",""79156"",""7942"",""79443"",""7957"",""79837"",""80149"",""81603"",""83667"",""83737"",""8396"",""8408"",""8660"",""8671"",""8678"",""8723"",""8878"",""90070"",""90678"",""92140"",""94103"",""94241"",""9517"",""9528"",""9531"",""9776""]"
GO:0031343,positive regulation of cell killing,GO,"[""10125"",""10666"",""11126"",""114836"",""135250"",""164"",""2150"",""2208"",""22914"",""23705"",""259197"",""3105"",""3106"",""3122"",""3123"",""3133"",""3134"",""3140"",""3458"",""3592"",""3593"",""3822"",""3824"",""383"",""3916"",""4843"",""5551"",""5599"",""5817"",""5819"",""59067"",""6375"",""64581"",""6850"",""8417"",""9390""]"
GO:0031640,killing of cells of another organism,GO,"[""10578"",""114771"",""117159"",""117285"",""140823"",""140880"",""1667"",""1668"",""1670"",""1673"",""1991"",""2147"",""245939"",""2597"",""2633"",""3078"",""3080"",""3151"",""3273"",""353142"",""353143"",""353144"",""3853"",""400830"",""4057"",""4069"",""414325"",""4589"",""5196"",""55894"",""566"",""57115"",""6156"",""6223"",""6283"",""6357"",""6406"",""728358"",""81494"",""820"",""84659"",""85236"",""8542"",""8970"",""8993""]"
